1; prendere({due}, uova)
3; aggiungere({30 g}, latte {intero}, uova)
4; aggiungere({pizzico}, sale)
6; sbattere(uova)
7; aggiungere(olio, pentola)
8; versare(uova, pentola)
9; girare(frittata, pentola)
11; prendere({15 g}, lievito {di birra}); mettere(*lievito*, ciotolina)
12; aggiungere(acqua)
13; sbattere(frusta)
14; aggiungere({150 g}, farina)
15; *aggiungere*(zucchero)
16; *aggiungere*(sale)
17; *aggiungere*(acqua)
18; mescolare()
19; aggiungere(contenuto, farina)
20; sbattere()
21; chiudere(recipiente, cellophane)
22; prendere({15}, fiori di zucca)
23; eliminare(pistilli, fiore)
24; prendere(uovo); utilizzare(tuorlo); mettere(*tuorlo*, recipiente)
25;; aggiungere({100 g}, farina)
26; *aggiungere*({200 g}, acqua {ghiacciata}); mescolare(tutto)
27; prendere(recipiente {precedente}); eliminare(busta di cellophane) 
28; mettere(fiori di zucca, recipiente)
29; controllare(olio {bollente})
30; immergere(*fiori di zucca*, pentola)
31; sollevare(fiori di zucca {cotti}, pentola); appoggiare(*fiori di zucca*, foglio di carta)
32; aggiungere(sale)
33; immergere(fiori di zucca, pastella)
34; immergere(*fiori di zucca*, pentola)
35; sollevare(*fiori di zucca*,olio); appoggiare(*fiori di zucca*, foglio di carta)
36; aggiungere(sale)
37; prendere({200 g}, panna); mettere(*panna*, pentola)
38; tenere(fiamma {a fuoco basso}, pentola)
39; prendere({550g}, patate); sbucciare(*patate*); mettere(*patate*, recipiente {vetro})
40; schiacciare(*patate*, schiacciapatate)
41; cuocere(patate, pentolino {fiamma a fuoco basso})
42; mettere(impasto, colino); schiacciare(*impasto*); versare(*impasto*, ciotola)
43; aggiungere(sale)
44; impastare(*impasto* {con le mani})
45; versare(latte, recipiente {più grande})
46; aggiungere(impasto); schiacciare(*impasto*, cucchiaio)
47; aggiungere({po'}, crema)
48; grattugiare({po'}, noce moscata)
49; prendere(impasto); versare(*impasto*, ciotoline)
50; aggiungere(olio, ciotoline)
