2; aprire(due, uova)
3; aggiungere(30 g, latte, *uova*)
4; *aggiungere*(pizzico, sale, *uova*)
6; mescolare(uova)
7; *aggiungere*(filo, olio, padella)
8; aggiungere(uovo, padella)
9; girare(frittata)
10; togliere(frittata, fuoco)
---
11; prendere(15 g, lievito)
12; *aggiungere*(acqua, contenitore)
13; mescolare(miscela)
14; aggiungere(150 g, farina, contenitore)
15; *aggiungere*(un po', zucchero, contenitore)
16; *aggiungere*(po', sale, *contenitore*)
17; mescolare(composto, acqua)
18; mescolare(*composto*)
19; aggiungere(preparazione, preparazione)
20; mescolare(*preparazione*)
21; coprire(contenitore, pellicola)
23; separare(interno, fiori di zucca)
24; [aprire(un, uovo), prendere(tuorlo), aggiungere(tuorlo, contenitore)]
25; aggiungere(100 g, farina, contenitore)
26; [aggiungere(200 g, acqua, contenitore), mescolare(*[ingredienti]*)]
27; scoprire(contenitore)
28; aggiungere(fiori di zucca, composto)
29; controllare(olio)
30; aggiungere(fiori di zucca, olio)
31; separare(fiori di zucca, olio)
32; aggiungere(un po', sale, *fiori di zucca*)
33; aggiungere(fiori di zucca, tempura)
34; aggiungere(fiori di zucca, olio)
35; separare(fiori di zucca, olio)
36; aggiungere(un po', sale, *fiori di zucca*)
---
37; aggiungere(200 g, panna, pentola)
38; mettere(*pentola*, fuoco, livello basso, 10 minuti) 
39; sbucciare(500 g, patate)
40; schiacciare(patate)
41; aggiungere(patate, padella, a fuoco basso)
42; [aggiungere(patate, setaccio), schiacciare(*patate*)] 
43; *aggiungere*(pizzico, sale, *patate*)
44; impastare(composto)
45; aggiungere(panna, pentola)
46; aggiungere(patate, panna)
47; aggiungere(crème fraiche, composto)
48; grattare(noce moscata, *composto*)
49; aggiungere(puré, vaschette)
50; aggiungere(un po', olio, *vaschette*)
