2; aprire(2, uova)
3; aggiungere(30 g, latte, *uova*)
4; aggiungere(sale, *[ingredienti]*)
6; mescolare(uova)
7; aggiungere(olio, padella)
8; aggiungere([uova, latte], padella)
9; girare(omelette)
10; togliere(padella, fuoco)
---
11; prendere(15 g, lievito)
12; aggiungere(acqua, *lievito*)
13; mescolare(*[acqua, lievito]*)
14; aggiungere(150 g, farina)
15; aggiungere(zucchero, *farina*)
16; aggiungere(sale, *[ingredienti]*)
17; [aggiungere(acqua, *[ingredienti]*), mescolare(*[ingredienti]*)]
18; mescolare(*[ingredienti]*)
19; aggiungere(lievito, farina)
20; mescolare(*[lievito, farina]*)
21; coprire(*[ingredienti]*, pellicola)
23; separare(semi, fiore di zucca)
24; prendere(1, tuorlo)
25; aggiungere(100 g, farina, *tuorlo*)
26; aggiungere(acqua, *[ingredienti]*)
27; scoprire(impasto)
28; aggiungere(fiori di zucca, impasto)
29; controllare(temperatura, olio)
30; aggiungere(fiori di zucca, olio)
31; separare(fiori di zucca, olio)
32; aggiungere(sale, *fiori di zucca*)
33; aggiungere(fiori di zucca, tempura)
34; aggiungere(fiori di zucca, olio)
35; separare(fiori di zucca, olio)
36; aggiungere(sale, *fiori di zucca*)
---
37; aggiungere(200 g, panna, pentola)
38; cuocere(*panna*, fuoco lento, 10 minuti)
39; sbucciare(patate)
40; schiacciare(patate)
41; cuocere(patate, pentola, fuoco lento)
42; passare(patate)
43; aggiungere(sale, *patate*)
44; impastare(patate)
45; aggiungere(panna, pentola)
46; [aggiungere(patate, *pentola*), mescolare(*patate*)]
47; aggiungere(crema, *[ingredienti]*)
48; grattare(noce moscata, *[ingredienti]*)
49; aggiungere(*[ingredienti]*, terrina)
50; aggiungere(olio, *terrina*)
